null,resp_time,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,sympathetic,location
,2013-05-19 21:31:02,2.0,4.0,3.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,"43.70669977,-72.28545979"
,2013-05-18 00:02:47,4.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,"43.70161344,-72.28714129"
,2013-05-20 21:11:55,3.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,"43.70708213,-72.2859049"
,2013-05-21 09:10:42,3.0,4.0,3.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,"43.70712264,-72.28701115"
,2013-05-23 07:44:15,4.0,3.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,"43.70693856,-72.28579217"
,2013-05-22 08:09:02,3.0,4.0,4.0,1.0,5.0,1.0,2.0,3.0,4.0,4.0,"43.7040776,-72.29042456"
,2013-05-24 08:14:13,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,Unknown
,2013-05-25 08:22:17,5.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,"43.70744109,-72.28667853"
,2013-05-31 07:10:55,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,"43.70696465,-72.28583899"
,2013-05-26 09:51:07,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,"43.70709334,-72.28524117"
,2013-06-01 07:06:17,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,"43.70717259,-72.2867125"
