null,resp_time,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,sympathetic,location
,2013-04-30 19:04:59,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,"43.70579710230231,-72.29083056561649"
,2013-05-03 06:13:28,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,"43.70568541344255,-72.29091857559979"
,2013-05-05 20:57:04,1.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,"43.70551781728864,-72.29054197669029"
,2013-05-07 02:31:00,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,"43.70292986277491,-72.29096920229495"
,2013-05-11 17:34:52,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,"33.640457787550986,-84.43516655825078"
,2013-05-07 16:58:38,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,"43.705429220572114,-72.29127271100879"
,2013-05-15 06:02:57,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,Unknown
,2013-05-12 12:08:40,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,"29.90291280671954,-90.0272652413696"
,2013-05-18 21:06:37,2.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,"43.70495073962957,-72.29194125160575"
,2013-05-21 18:56:46,1.0,5.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,"43.70674258098006,-72.287409408018"
,2013-05-22 06:49:12,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,"43.70286435820162,-72.28974292986095"
,2013-05-23 00:04:29,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,"43.705720701254904,-72.29104246012866"
,2013-05-29 02:02:21,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,Unknown
,2013-05-31 09:58:33,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,Unknown
,2013-05-27 08:45:00,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,"43.705510566942394,-72.29118637740612"
,2013-05-26 19:17:45,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,"43.705819859169424,-72.29087230749428"
,2013-05-27 19:49:34,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,"43.70550733990967,-72.2909749019891"
,2013-05-30 16:14:46,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,"43.705530599690974,-72.29089292697608"
,2013-05-31 18:11:51,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,"43.70569061022252,-72.2908440604806"
,2013-06-05 07:16:19,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,"29.90292952861637,-90.02738744951785"
,2013-06-02 21:33:21,2.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,"29.902838333509862,-90.02745215781033"
,2013-06-03 03:48:26,1.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,"29.902932504191995,-90.02747026272118"
