null,resp_time,course_id,due,experience,hours,location
,2013-04-23 06:01:02,cs50,2.0,3.0,1.0,"43.70676468,-72.28542565"
,2013-04-23 21:09:19,film51,1.0,3.0,5.0,"43.70453889,-72.28787543"
,2013-04-22 19:23:44,cs65,1.0,3.0,9.0,"43.70706454,-72.2854433"
,2013-04-24 00:00:25,cs50,2.0,1.0,1.0,"43.70453889,-72.28787543"
,2013-04-26 21:21:24,cs65,2.0,3.0,5.0,"43.70711699,-72.28611745"
,2013-04-26 21:21:36,cs50,2.0,3.0,5.0,"43.70711699,-72.28611745"
,2013-04-29 20:00:18,cs65,1.0,3.0,12.0,"43.70581683,-72.28726988"
,2013-04-29 21:19:38,cs50,2.0,3.0,12.0,"43.70581683,-72.28726988"
,2013-05-01 09:26:47,film52,1.0,3.0,2.0,"43.70101204,-72.28677708"
,2013-05-01 21:40:22,cs50,2.0,3.0,12.0,"43.70736468,-72.28658613"
,2013-05-01 19:56:37,cs65,2.0,3.0,7.0,"43.70704649,-72.28577054"
,2013-05-03 18:01:58,film51,1.0,3.0,5.0,"43.70690988,-72.28699822"
,2013-05-17 07:25:07,film51,1.0,1.0,6.0,"43.70714135,-72.28594665"
,2013-05-03 18:50:38,cs66,2.0,1.0,5.0,"43.70690988,-72.28699822"
,2013-05-14 04:00:54,cs50,2.0,3.0,11.0,"43.70670191,-72.28568105"
,2013-05-07 20:05:41,film51,2.0,3.0,2.0,Unknown
,2013-05-10 20:28:08,cs65,2.0,3.0,2.0,"43.70680418,-72.28601166"
,2013-05-04 02:48:02,cs50,2.0,1.0,2.0,"43.70705362,-72.28594706"
,2013-05-08 20:30:44,cs65,1.0,1.0,3.0,"43.70639951,-72.28840249"
,2013-05-11 05:07:06,cs50,1.0,3.0,12.0,"43.70700456,-72.28598088"
,2013-05-09 22:03:00,film51,1.0,3.0,5.0,"43.70154413,-72.28815252"
,2013-05-17 22:35:39,cs50,1.0,4.0,11.0,"43.70161344,-72.28714129"
,2013-05-22 08:09:15,film51,2.0,1.0,3.0,"43.7040776,-72.29042456"
,2013-05-23 07:44:28,film51,2.0,4.0,4.0,"43.70693856,-72.28579217"
,2013-05-24 08:14:29,film51,1.0,5.0,4.0,Unknown
,2013-05-29 18:32:34,film51,1.0,3.0,11.0,"43.70689977,-72.28714289"
,2013-05-29 18:32:18,cs65,1.0,3.0,12.0,"43.70689977,-72.28714289"
,2013-05-29 18:32:07,cs50 ,1.0,3.0,11.0,"43.70689977,-72.28714289"
,2013-05-31 07:11:12,cs50,1.0,3.0,1.0,"43.70696465,-72.28583899"
